STOPID,shape
7872,POINT (-122.396613 37.778341)
5073,POINT (-122.419322 37.800993)
3936,POINT (-122.415756 37.748305)
6384,POINT (-122.41326 37.70657)
3902,POINT (-122.412608 37.791543)
3087,POINT (-122.408294 37.797591)
5690,POINT (-122.430707 37.766185)
5619,POINT (-122.45332 37.70866)
7328,POINT (-122.405775 37.711897)
3216,POINT (-122.466149 37.760407)
6429,POINT (-122.501695 37.728222)
3144,POINT (-122.396198 37.781651)
4899,POINT (-122.419887 37.708371)
3435,POINT (-122.392273 37.757754)
4404,POINT (-122.434652 37.737262)
7924,POINT (-122.409498 37.742972)
6490,POINT (-122.437054 37.796785)
5755,POINT (-122.498848 37.753331)
4307,POINT (-122.43558 37.76761)
8092,POINT (-122.421918 37.788449)
3648,POINT (-122.458301 37.774425)
6598,POINT (-122.415269 37.788429)
7324,POINT (-122.389377 37.76871)
3445,POINT (-122.481609 37.765026)
4232,POINT (-122.471699 37.773067)
5443,POINT (-122.463965 37.732033)
3278,POINT (-122.47321 37.75425)
6950,POINT (-122.475922 37.727017)
3894,POINT (-122.400982 37.793145)
3895,POINT (-122.401269 37.792975)
4150,POINT (-122.41969 37.7397)
3549,POINT (-122.492425 37.781802)
4706,POINT (-122.474578 37.715899)
7807,POINT (-122.479096 37.728551)
5417,POINT (-122.407086 37.784653)
4731,POINT (-122.46125 37.77384)
7377,POINT (-122.38741 37.748954)
3842,POINT (-122.488456 37.783658)
7300,POINT (-122.423217 37.709306)
4164,POINT (-122.445327 37.759926)
4934,POINT (-122.375254 37.829848)
4269,POINT (-122.48461 37.78022)
5456,POINT (-122.450529 37.739226)
4649,POINT (-122.448765 37.729795)
4161,POINT (-122.42093 37.7402)
5891,POINT (-122.45697 37.763807)
7866,POINT (-122.39253 37.76665)
4677,POINT (-122.414024 37.752757)
5869,POINT (-122.383578 37.729733)
3185,POINT (-122.464354 37.780768)
5167,POINT (-122.433025 37.792716)
3409,POINT (-122.47613 37.72634)
5605,POINT (-122.42592 37.73404)
3837,POINT (-122.481659 37.784097)
7073,POINT (-122.428927 37.767509)
3868,POINT (-122.417537 37.790902)
4874,POINT (-122.49969 37.78498)
5056,POINT (-122.393544 37.790394)
4210,POINT (-122.446198 37.751762)
5442,POINT (-122.46455 37.732283)
4672,POINT (-122.415086 37.761858)
4480,POINT (-122.412428 37.783878)
5966,POINT (-122.45605 37.71484)
6055,POINT (-122.41191 37.80506)
5335,POINT (-122.395033 37.791991)
4616,POINT (-122.431369 37.776998)
6573,POINT (-122.413024 37.710981)
4410,POINT (-122.4405 37.787988)
3355,POINT (-122.474759 37.7313)
3261,POINT (-122.431277 37.767536)
4130,POINT (-122.396488 37.751028)
4379,POINT (-122.435762 37.74465)
3912,POINT (-122.456561 37.765003)
4330,POINT (-122.43596 37.76918)
5932,POINT (-122.40144 37.72847)
3460,POINT (-122.427327 37.751778)
6560,POINT (-122.494069 37.738737)
6666,POINT (-122.446462 37.735693)
3748,POINT (-122.40907 37.7513)
6210,POINT (-122.41315 37.74418)
4426,POINT (-122.437865 37.774889)
6547,POINT (-122.494766 37.748068)
6021,POINT (-122.41956 37.7868)
5508,POINT (-122.38393 37.74253)
7283,POINT (-122.39377 37.794828)
8160,POINT (-122.42215 37.713588)
5615,POINT (-122.437117 37.721469)
5319,POINT (-122.488714 37.764881)
8062,POINT (-122.429099 37.767277)
6420,POINT (-122.398888 37.736361)
7899,POINT (-122.400114 37.718043)
6757,POINT (-122.427371 37.79806)
4531,POINT (-122.38832 37.7836)
3249,POINT (-122.4703 37.7434)
6257,POINT (-122.452148 37.714153)
6722,POINT (-122.443596 37.77911)
3478,POINT (-122.431773 37.751511)
6288,POINT (-122.442442 37.725681)
4091,POINT (-122.449911 37.76594)
4950,POINT (-122.437373 37.771293)
5501,POINT (-122.379321 37.737011)
7762,POINT (-122.399911 37.766198)
4984,POINT (-122.427555 37.776244)
5215,POINT (-122.505832 37.760493)
5351,POINT (-122.405094 37.720418)
7067,POINT (-122.439957 37.722076)
6664,POINT (-122.446245 37.738967)
8090,POINT (-122.420785 37.782854)
6517,POINT (-122.409656 37.802347)
4755,POINT (-122.472802 37.780669)
7397,POINT (-122.393829 37.776135)
6497,POINT (-122.394424 37.794275)
6234,POINT (-122.445373 37.76197)
6479,POINT (-122.454714 37.774604)
4900,POINT (-122.420354 37.708484)
4681,POINT (-122.413842 37.750829)
5034,POINT (-122.471797 37.72161)
6408,POINT (-122.410197 37.730967)
4695,POINT (-122.41352 37.73605)
5063,POINT (-122.421066 37.806901)
7983,POINT (-122.427622 37.721138)
7888,POINT (-122.405402 37.743046)
5282,POINT (-122.44716 37.798543)
7395,POINT (-122.402316 37.712253)
5691,POINT (-122.43114 37.765689)
3656,POINT (-122.445946 37.764281)
3972,POINT (-122.42792 37.73711)
4308,POINT (-122.43571 37.76742)
8116,POINT (-122.408009 37.79486)
6593,POINT (-122.424924 37.787207)
7077,POINT (-122.384564 37.740905)
4324,POINT (-122.434156 37.752779)
4490,POINT (-122.419019 37.783059)
5946,POINT (-122.47192 37.77724)
5671,POINT (-122.39815 37.79192)
5450,POINT (-122.450712 37.738182)
7217,POINT (-122.397268 37.79259)
6319,POINT (-122.43225 37.79013)
5186,POINT (-122.41344 37.78781)
3262,POINT (-122.47217 37.75411)
5906,POINT (-122.42976 37.72012)
4697,POINT (-122.41349 37.7471)
6003,POINT (-122.42233 37.79901)
3365,POINT (-122.47711 37.7614)
7996,POINT (-122.465428 37.764038)
6011,POINT (-122.465124 37.739689)
6440,POINT (-122.48218 37.734287)
7343,POINT (-122.394222 37.725491)
6467,POINT (-122.47049 37.74508)
6748,POINT (-122.432302 37.797427)
6006,POINT (-122.421193 37.793499)
5981,POINT (-122.452626 37.753457)
3375,POINT (-122.47653 37.75392)
4766,POINT (-122.406568 37.787633)
8064,POINT (-122.396167 37.760094)
7335,POINT (-122.411213 37.714424)
4762,POINT (-122.453075 37.781849)
3621,POINT (-122.4669 37.71163)
5765,POINT (-122.495274 37.753395)
5926,POINT (-122.45259 37.723718)
4765,POINT (-122.442541 37.782795)
3439,POINT (-122.392308 37.757674)
7056,POINT (-122.432107 37.797578)
3233,POINT (-122.466261 37.749325)
6765,POINT (-122.406102 37.800758)
5489,POINT (-122.385052 37.733196)
4373,POINT (-122.436059 37.749486)
4235,POINT (-122.454519 37.774756)
4613,POINT (-122.431955 37.779859)
3682,POINT (-122.42342 37.72508)
4607,POINT (-122.436958 37.804447)
6518,POINT (-122.4095 37.80221)
6374,POINT (-122.465798 37.733202)
4181,POINT (-122.443815 37.752869)
6484,POINT (-122.46933 37.71028)
6112,POINT (-122.44764 37.74636)
3783,POINT (-122.404041 37.710991)
3542,POINT (-122.43079 37.74188)
3104,POINT (-122.3887 37.76059)
5482,POINT (-122.436626 37.713457)
3973,POINT (-122.43191 37.73458)
7295,POINT (-122.446473 37.767305)
5223,POINT (-122.508181 37.760304)
4538,POINT (-122.437902 37.755973)
4476,POINT (-122.432431 37.781348)
3059,POINT (-122.494199 37.775791)
4967,POINT (-122.397676 37.782436)
3238,POINT (-122.412526 37.770691)
4137,POINT (-122.434874 37.710182)
4843,POINT (-122.51006 37.773214)
7806,POINT (-122.483056 37.722491)
3718,POINT (-122.455927 37.713222)
4166,POINT (-122.444147 37.757499)
3470,POINT (-122.413933 37.752462)
3161,POINT (-122.405675 37.785527)
5286,POINT (-122.40963 37.80328)
4298,POINT (-122.425082 37.785434)
4758,POINT (-122.44669 37.782536)
4397,POINT (-122.435476 37.74192)
5644,POINT (-122.406834 37.78484)
3758,POINT (-122.42829 37.72162)
8014,POINT (-122.452132 37.72312)
7728,POINT (-122.489624 37.772375)
6122,POINT (-122.456521 37.741626)
5761,POINT (-122.505712 37.753034)
6612,POINT (-122.411956 37.788857)
7796,POINT (-122.480224 37.714488)
3762,POINT (-122.42748 37.72122)
6797,POINT (-122.44338 37.76545)
5393,POINT (-122.423881 37.779714)
7979,POINT (-122.433557 37.713233)
4506,POINT (-122.388138 37.784359)
5824,POINT (-122.452271 37.751298)
7297,POINT (-122.40525 37.708801)
8133,POINT (-122.387524 37.757959)
5831,POINT (-122.44597 37.741082)
8053,POINT (-122.381389 37.730633)
6026,POINT (-122.407474 37.766031)
6783,POINT (-122.414025 37.799895)
6493,POINT (-122.43685 37.7949)
7288,POINT (-122.401592 37.734773)
5597,POINT (-122.4242 37.73706)
8098,POINT (-122.423657 37.79672)
4736,POINT (-122.46839 37.77335)
3560,POINT (-122.493376 37.779566)
4282,POINT (-122.500677 37.779473)
5224,POINT (-122.495668 37.760917)
5430,POINT (-122.461502 37.73008)
3354,POINT (-122.475012 37.730813)
5130,POINT (-122.49766 37.71677)
6646,POINT (-122.414952 37.804383)
6022,POINT (-122.40793 37.7883)
5316,POINT (-122.486136 37.765131)
4604,POINT (-122.434842 37.794158)
7359,POINT (-122.389717 37.772832)
6622,POINT (-122.483083 37.742777)
5234,POINT (-122.389872 37.77972)
3335,POINT (-122.441087 37.760586)
5437,POINT (-122.457322 37.731115)
4700,POINT (-122.41344 37.73718)
3500,POINT (-122.484837 37.780255)
6983,POINT (-122.383082 37.733248)
3731,POINT (-122.41054 37.7653)
4393,POINT (-122.43593 37.73841)
4433,POINT (-122.440317 37.786997)
3961,POINT (-122.434336 37.708968)
7528,POINT (-122.448753 37.731695)
3773,POINT (-122.40558 37.73425)
4883,POINT (-122.437587 37.714768)
7195,POINT (-122.461111 37.720095)
3603,POINT (-122.504268 37.737973)
4690,POINT (-122.41372 37.73483)
3553,POINT (-122.492973 37.776032)
6404,POINT (-122.412981 37.729932)
6084,POINT (-122.4282 37.71756)
3969,POINT (-122.42894 37.73646)
8034,POINT (-122.43843 37.748728)
5337,POINT (-122.403067 37.721096)
4024,POINT (-122.410823 37.793653)
5049,POINT (-122.38654 37.739)
5659,POINT (-122.426149 37.769786)
3484,POINT (-122.416373 37.752311)
3395,POINT (-122.475737 37.742586)
5260,POINT (-122.42627 37.776752)
7423,POINT (-122.414723 37.778784)
5320,POINT (-122.490422 37.764943)
4641,POINT (-122.433268 37.785814)
6505,POINT (-122.467849 37.734941)
4957,POINT (-122.445476 37.770232)
6165,POINT (-122.50304 37.74742)
5461,POINT (-122.417176 37.806052)
6716,POINT (-122.445246 37.778914)
5602,POINT (-122.446486 37.711432)
3534,POINT (-122.48739 37.74077)
5588,POINT (-122.45906 37.70682)
4553,POINT (-122.384507 37.740699)
5195,POINT (-122.469324 37.762069)
3843,POINT (-122.490513 37.783671)
7797,POINT (-122.475574 37.714132)
6400,POINT (-122.404297 37.733275)
6416,POINT (-122.39663 37.7371)
7524,POINT (-122.392758 37.752624)
4375,POINT (-122.43607 37.747853)
6704,POINT (-122.39527 37.73117)
8059,POINT (-122.429053 37.767286)
3651,POINT (-122.458519 37.777477)
6504,POINT (-122.46636 37.734861)
3076,POINT (-122.44536 37.804343)
7820,POINT (-122.466996 37.711591)
3220,POINT (-122.466345 37.76585)
5631,POINT (-122.43295 37.71293)
4184,POINT (-122.444479 37.76048)
7075,POINT (-122.43365 37.76922)
7554,POINT (-122.459265 37.706622)
5214,POINT (-122.502839 37.760518)
4255,POINT (-122.461305 37.781179)
7606,POINT (-122.46916 37.706431)
5900,POINT (-122.396343 37.722485)
6292,POINT (-122.430855 37.790194)
5158,POINT (-122.42129 37.79419)
6438,POINT (-122.477242 37.734485)
5348,POINT (-122.418255 37.71862)
3180,POINT (-122.464377 37.783053)
4105,POINT (-122.411605 37.801188)
5424,POINT (-122.441915 37.731659)
5124,POINT (-122.458024 37.764366)
5680,POINT (-122.416236 37.777598)
7793,POINT (-122.474566 37.713758)
6997,POINT (-122.414223 37.77924)
6786,POINT (-122.424241 37.798585)
6224,POINT (-122.473815 37.731808)
5741,POINT (-122.482773 37.754042)
5391,POINT (-122.43207 37.77864)
4427,POINT (-122.44108 37.79154)
6934,POINT (-122.45535 37.74638)
4443,POINT (-122.43854 37.75112)
4152,POINT (-122.414615 37.738829)
6482,POINT (-122.453785 37.770856)
7211,POINT (-122.4761 37.729247)
6471,POINT (-122.431771 37.711234)
3529,POINT (-122.48767 37.74616)
3371,POINT (-122.477404 37.765375)
6569,POINT (-122.40545 37.70901)
3184,POINT (-122.464182 37.780876)
3927,POINT (-122.50998 37.773562)
4350,POINT (-122.40163 37.766056)
3467,POINT (-122.425265 37.751787)
6670,POINT (-122.447734 37.739895)
3964,POINT (-122.431381 37.710565)
5349,POINT (-122.401154 37.721443)
6992,POINT (-122.396431 37.793134)
