STOPID,shape
3352,POINT (-122.475235 37.725901)
5590,POINT (-122.43365 37.72635)
4412,POINT (-122.440741 37.789977)
6793,POINT (-122.41253 37.72273)
4753,POINT (-122.48919 37.77224)
5419,POINT (-122.419252 37.775127)
5208,POINT (-122.4895 37.761105)
5845,POINT (-122.416549 37.795755)
6357,POINT (-122.40368 37.72754)
6728,POINT (-122.453476 37.777754)
4101,POINT (-122.406897 37.798123)
5704,POINT (-122.444846 37.767511)
5592,POINT (-122.441149 37.716455)
4537,POINT (-122.437879 37.75741)
7733,POINT (-122.414617 37.758985)
6910,POINT (-122.461897 37.757722)
4380,POINT (-122.435659 37.743249)
5696,POINT (-122.419252 37.775198)
3855,POINT (-122.397462 37.793589)
8105,POINT (-122.419309 37.775172)
6530,POINT (-122.495646 37.76114)
7113,POINT (-122.471707 37.731628)
4190,POINT (-122.416942 37.734832)
7921,POINT (-122.435926 37.748827)
5096,POINT (-122.40305 37.73913)
5431,POINT (-122.459085 37.730695)
6731,POINT (-122.455367 37.777637)
7228,POINT (-122.443483 37.746016)
5095,POINT (-122.40101 37.73955)
4920,POINT (-122.423306 37.777748)
3310,POINT (-122.44898 37.76168)
6735,POINT (-122.48722 37.74072)
3721,POINT (-122.3994 37.73184)
7525,POINT (-122.394695 37.752348)
5641,POINT (-122.403359 37.787667)
5551,POINT (-122.419668 37.765125)
6126,POINT (-122.41626 37.78724)
913,POINT (-122.425802 37.719192)
4356,POINT (-122.400571 37.754885)
4547,POINT (-122.387862 37.742628)
4327,POINT (-122.43411 37.751315)
7742,POINT (-122.446211 37.711021)
5003,POINT (-122.434443 37.775472)
7761,POINT (-122.402856 37.765994)
3034,POINT (-122.464158 37.777289)
6065,POINT (-122.412038 37.806666)
6153,POINT (-122.48692 37.74812)
4230,POINT (-122.446289 37.775773)
4911,POINT (-122.453 37.72008)
6792,POINT (-122.41439 37.72739)
5240,POINT (-122.394082 37.776269)
4983,POINT (-122.428274 37.776261)
3819,POINT (-122.43833 37.76883)
7123,POINT (-122.431216 37.765632)
4418,POINT (-122.443136 37.80097)
4646,POINT (-122.391453 37.720966)
4936,POINT (-122.373477 37.82982)
5905,POINT (-122.400202 37.723397)
8153,POINT (-122.461552 37.802778)
3665,POINT (-122.446851 37.769161)
3911,POINT (-122.450131 37.765745)
7333,POINT (-122.414443 37.713345)
4680,POINT (-122.414048 37.750999)
5029,POINT (-122.40812 37.72522)
3564,POINT (-122.497308 37.745962)
5676,POINT (-122.414379 37.779105)
3922,POINT (-122.38588 37.7366)
3067,POINT (-122.45886 37.77747)
8162,POINT (-122.422231 37.711304)
5171,POINT (-122.45117 37.728456)
4889,POINT (-122.433957 37.713332)
4779,POINT (-122.510284 37.767879)
6148,POINT (-122.48458 37.74832)
4118,POINT (-122.414643 37.803285)
8154,POINT (-122.397851 37.795276)
6038,POINT (-122.40625 37.75342)
3932,POINT (-122.41382 37.74815)
5782,POINT (-122.43867 37.72367)
6971,POINT (-122.40941 37.72349)
6221,POINT (-122.426999 37.757451)
6039,POINT (-122.40649 37.75267)
7356,POINT (-122.388853 37.764391)
3865,POINT (-122.405958 37.792504)
4610,POINT (-122.436806 37.802817)
5190,POINT (-122.462849 37.762397)
4338,POINT (-122.38665 37.74577)
4871,POINT (-122.41509 37.788252)
3713,POINT (-122.445087 37.748077)
4760,POINT (-122.437761 37.783847)
5949,POINT (-122.472528 37.784497)
6492,POINT (-122.436669 37.794911)
5984,POINT (-122.421812 37.795676)
5826,POINT (-122.465631 37.752778)
5880,POINT (-122.39481 37.7361)
4173,POINT (-122.44396 37.75085)
7860,POINT (-122.370154 37.728895)
3526,POINT (-122.4878 37.74799)
4436,POINT (-122.41074 37.76934)
7910,POINT (-122.407258 37.763283)
6414,POINT (-122.431114 37.728776)
3715,POINT (-122.458921 37.713191)
5068,POINT (-122.41784 37.79287)
3619,POINT (-122.39422 37.70898)
7402,POINT (-122.390836 37.734358)
5604,POINT (-122.44265 37.7147)
7160,POINT (-122.466819 37.784792)
3369,POINT (-122.476782 37.757889)
5038,POINT (-122.45028 37.72193)
3613,POINT (-122.431009 37.737735)
7995,POINT (-122.391217 37.790187)
6073,POINT (-122.409259 37.79288)
5687,POINT (-122.433323 37.763958)
4283,POINT (-122.499829 37.779286)
3108,POINT (-122.3881 37.75506)
5650,POINT (-122.412613 37.780363)
5542,POINT (-122.41431 37.77645)
4654,POINT (-122.448799 37.734194)
4273,POINT (-122.489972 37.779959)
7835,POINT (-122.495559 37.751298)
5972,POINT (-122.456129 37.71666)
4665,POINT (-122.41413 37.771833)
6442,POINT (-122.493417 37.734051)
3981,POINT (-122.473135 37.714954)
6519,POINT (-122.40969 37.80313)
6401,POINT (-122.425868 37.728713)
4969,POINT (-122.402137 37.778914)
4901,POINT (-122.420022 37.708207)
7522,POINT (-122.413084 37.706296)
7729,POINT (-122.50034 37.77188)
4171,POINT (-122.44614 37.75894)
4837,POINT (-122.485513 37.711203)
4663,POINT (-122.411321 37.773894)
5785,POINT (-122.450866 37.722947)
5600,POINT (-122.45087 37.7095)
7106,POINT (-122.46436 37.72598)
4115,POINT (-122.41266 37.802089)
5642,POINT (-122.404586 37.786597)
6715,POINT (-122.451367 37.778012)
7836,POINT (-122.490064 37.780771)
4082,POINT (-122.447757 37.765226)
4747,POINT (-122.48061 37.77266)
3890,POINT (-122.40942 37.792068)
3156,POINT (-122.396602 37.778305)
6939,POINT (-122.453829 37.745766)
6441,POINT (-122.491607 37.734141)
5780,POINT (-122.467871 37.728383)
8024,POINT (-122.454166 37.804289)
3044,POINT (-122.475987 37.776626)
7365,POINT (-122.388034 37.742727)
3740,POINT (-122.4095 37.75751)
4698,POINT (-122.41336 37.74532)
4185,POINT (-122.440216 37.761898)
5356,POINT (-122.412009 37.797351)
5882,POINT (-122.396722 37.737216)
6746,POINT (-122.445509 37.79575)
3952,POINT (-122.439352 37.800506)
5850,POINT (-122.42148 37.795114)
4175,POINT (-122.444078 37.761327)
6729,POINT (-122.44959 37.778235)
6949,POINT (-122.402302 37.716286)
5352,POINT (-122.405152 37.72057)
5909,POINT (-122.422779 37.717791)
4264,POINT (-122.475977 37.780463)
3374,POINT (-122.476368 37.75432)
4781,POINT (-122.50755 37.74544)
3871,POINT (-122.404273 37.792718)
7842,POINT (-122.468632 37.706273)
6163,POINT (-122.49981 37.74754)
3994,POINT (-122.427636 37.754741)
4423,POINT (-122.436983 37.771329)
3071,POINT (-122.472411 37.776788)
6082,POINT (-122.42718 37.71903)
3708,POINT (-122.4094 37.74201)
4579,POINT (-122.434067 37.738333)
5805,POINT (-122.4444 37.7229)
3875,POINT (-122.449957 37.786923)
3533,POINT (-122.48743 37.74241)
7285,POINT (-122.390473 37.744039)
3339,POINT (-122.444445 37.759792)
5912,POINT (-122.435845 37.723147)
7878,POINT (-122.401551 37.782358)
6759,POINT (-122.40769 37.8006)
3247,POINT (-122.470706 37.748878)
5436,POINT (-122.461857 37.729972)
3970,POINT (-122.429 37.73633)
5655,POINT (-122.407992 37.784082)
4518,POINT (-122.39892 37.800605)
3971,POINT (-122.42775 37.73714)
5530,POINT (-122.39985 37.78787)
3344,POINT (-122.430464 37.761228)
5459,POINT (-122.420467 37.805633)
7783,POINT (-122.452423 37.799123)
8110,POINT (-122.393748 37.778)
3853,POINT (-122.456329 37.785974)
3202,POINT (-122.46598 37.773478)
4180,POINT (-122.44112 37.76161)
5752,POINT (-122.49265 37.753458)
3245,POINT (-122.418575 37.775368)
4473,POINT (-122.429141 37.781767)
3134,POINT (-122.389803 37.737213)
6245,POINT (-122.49536 37.74585)
4751,POINT (-122.48717 37.77235)
3746,POINT (-122.409086 37.752907)
5566,POINT (-122.418528 37.751964)
6457,POINT (-122.486235 37.734375)
4795,POINT (-122.42819 37.71187)
7765,POINT (-122.389936 37.771146)
6394,POINT (-122.433175 37.729589)
5331,POINT (-122.447206 37.797428)
7193,POINT (-122.457034 37.720104)
5141,POINT (-122.471675 37.734307)
3986,POINT (-122.4285 37.76281)
6846,POINT (-122.41263 37.71273)
3341,POINT (-122.432905 37.76096)
3959,POINT (-122.434697 37.800951)
4963,POINT (-122.453075 37.76917)
6820,POINT (-122.42542 37.805072)
6483,POINT (-122.453464 37.768331)
6203,POINT (-122.40256 37.76327)
4503,POINT (-122.397869 37.799552)
3582,POINT (-122.50611 37.764035)
3789,POINT (-122.404789 37.732963)
6679,POINT (-122.449177 37.740707)
5534,POINT (-122.40452 37.78436)
3049,POINT (-122.48219 37.77647)
6907,POINT (-122.457977 37.75368)
6040,POINT (-122.40608 37.75164)
6839,POINT (-122.38854 37.72703)
5657,POINT (-122.399069 37.79111)
3764,POINT (-122.42699 37.7209)
7440,POINT (-122.386903 37.752898)
7945,POINT (-122.396788 37.790261)
5081,POINT (-122.420455 37.805705)
4228,POINT (-122.50939 37.77134)
6431,POINT (-122.502449 37.726392)
5639,POINT (-122.401306 37.789353)
6513,POINT (-122.40905 37.799277)
4822,POINT (-122.405027 37.796126)
5719,POINT (-122.44716 37.77876)
6196,POINT (-122.401911 37.756884)
4017,POINT (-122.399101 37.795116)
4839,POINT (-122.48629 37.729441)
4483,POINT (-122.413964 37.783682)
3204,POINT (-122.406932 37.772447)
6626,POINT (-122.487337 37.742588)
6208,POINT (-122.410465 37.744368)
5634,POINT (-122.432189 37.736834)
5257,POINT (-122.431418 37.801513)
5423,POINT (-122.439853 37.731516)
7867,POINT (-122.428294 37.737761)
3039,POINT (-122.468388 37.776967)
3055,POINT (-122.489958 37.776114)
3690,POINT (-122.40978 37.74183)
5361,POINT (-122.412924 37.80183)
3452,POINT (-122.401694 37.75451)
3723,POINT (-122.398667 37.779003)
3141,POINT (-122.390928 37.734091)
4854,POINT (-122.465804 37.758524)
6147,POINT (-122.483469 37.748277)
3285,POINT (-122.426292 37.764609)
4187,POINT (-122.44283 37.755349)
6788,POINT (-122.41354 37.72514)
3874,POINT (-122.41916 37.7907)
5626,POINT (-122.4203 37.74508)
3208,POINT (-122.413027 37.77724)
5042,POINT (-122.383 37.734537)
4226,POINT (-122.44929 37.77537)
6284,POINT (-122.439922 37.728991)
7334,POINT (-122.402179 37.712226)
7751,POINT (-122.41138 37.748339)
7720,POINT (-122.503296 37.771612)
7390,POINT (-122.38893 37.739934)
6559,POINT (-122.494337 37.738244)
6162,POINT (-122.49952 37.74768)
5788,POINT (-122.464072 37.726008)
5883,POINT (-122.39824 37.73821)
4545,POINT (-122.474538 37.731041)
7885,POINT (-122.501583 37.747584)
3394,POINT (-122.47554 37.74331)
4317,POINT (-122.43479 37.75916)
5947,POINT (-122.47214 37.77648)
3114,POINT (-122.393185 37.779285)
3974,POINT (-122.425692 37.739929)
4094,POINT (-122.4502 37.76683)
5198,POINT (-122.473632 37.76194)
6587,POINT (-122.429863 37.786577)
3474,POINT (-122.411744 37.752587)
3592,POINT (-122.5051 37.747457)
3579,POINT (-122.505716 37.758485)
6027,POINT (-122.40769 37.76549)
4539,POINT (-122.43773 37.755813)
6763,POINT (-122.41586 37.799538)
4820,POINT (-122.404741 37.794699)
7558,POINT (-122.371758 37.828276)
3267,POINT (-122.471393 37.742968)
8093,POINT (-122.422661 37.792134)
5539,POINT (-122.41135 37.77897)
3113,POINT (-122.391731 37.7322)
4509,POINT (-122.389692 37.790481)
6125,POINT (-122.40599 37.78855)
4905,POINT (-122.425771 37.791041)
5804,POINT (-122.444951 37.723004)
8095,POINT (-122.4236 37.796801)
4191,POINT (-122.419726 37.734966)
6611,POINT (-122.407026 37.78948)
3177,POINT (-122.463918 37.777146)
3218,POINT (-122.466022 37.758533)
5088,POINT (-122.418979 37.799236)
4828,POINT (-122.48498 37.70913)
4485,POINT (-122.427227 37.782017)
6472,POINT (-122.432103 37.711698)
6382,POINT (-122.41204 37.70934)
6265,POINT (-122.450368 37.71633)
7310,POINT (-122.438279 37.766698)
3490,POINT (-122.484365 37.776187)
5232,POINT (-122.386634 37.732581)
5364,POINT (-122.41154 37.795513)
6478,POINT (-122.452914 37.766449)
4030,POINT (-122.412744 37.793363)
5243,POINT (-122.460922 37.750709)
4294,POINT (-122.439572 37.783178)
5338,POINT (-122.403124 37.720926)
5567,POINT (-122.4181 37.74951)
6751,POINT (-122.41031 37.800277)
5447,POINT (-122.45094 37.71937)
3035,POINT (-122.463849 37.777173)
5931,POINT (-122.40101 37.72912)
5048,POINT (-122.38628 37.73896)
6137,POINT (-122.47298 37.74872)
3934,POINT (-122.41163 37.7482)
5996,POINT (-122.42053 37.789359)
3469,POINT (-122.414242 37.75256)
7953,POINT (-122.447034 37.782197)
3045,POINT (-122.477912 37.776662)
3567,POINT (-122.504232 37.781007)
3818,POINT (-122.44021 37.76773)
4176,POINT (-122.43962 37.76208)
4378,POINT (-122.435601 37.744686)
6182,POINT (-122.446954 37.800328)
4617,POINT (-122.431472 37.776859)
5767,POINT (-122.377013 37.730978)
6127,POINT (-122.41295 37.78765)
5242,POINT (-122.379487 37.731131)
5633,POINT (-122.367027 37.728795)
3812,POINT (-122.41658 37.78915)
4776,POINT (-122.475872 37.806668)
3495,POINT (-122.484975 37.782147)
5368,POINT (-122.412397 37.800037)
5532,POINT (-122.40249 37.78597)
4757,POINT (-122.408391 37.787401)
7061,POINT (-122.405211 37.717349)
3540,POINT (-122.422037 37.742408)
6590,POINT (-122.43943 37.785259)
3572,POINT (-122.50567 37.773573)
4311,POINT (-122.435254 37.764164)
3568,POINT (-122.504139 37.779784)
5711,POINT (-122.445384 37.770152)
6485,POINT (-122.46932 37.70874)
5301,POINT (-122.46623 37.765859)
6661,POINT (-122.44664 37.73399)
6662,POINT (-122.446634 37.7377)
6425,POINT (-122.424085 37.78505)
3968,POINT (-122.42579 37.7389)
4829,POINT (-122.485294 37.709312)
3032,POINT (-122.461751 37.777396)
8109,POINT (-122.393908 37.777875)
5856,POINT (-122.41327 37.796165)
7396,POINT (-122.405113 37.70897)
4479,POINT (-122.415718 37.783478)
5132,POINT (-122.499913 37.718738)
4364,POINT (-122.435773 37.741697)
5488,POINT (-122.384858 37.733044)
5092,POINT (-122.406539 37.738148)
4245,POINT (-122.471533 37.719719)
7887,POINT (-122.404187 37.744616)
4573,POINT (-122.42899 37.72399)
4429,POINT (-122.438415 37.777682)
3528,POINT (-122.4878 37.74636)
6235,POINT (-122.445213 37.761952)
6556,POINT (-122.494338 37.742509)
6190,POINT (-122.40288 37.76621)
5955,POINT (-122.38699 37.717502)
5846,POINT (-122.416744 37.795586)
5470,POINT (-122.41038 37.80704)
3225,POINT (-122.465551 37.754634)
5733,POINT (-122.43132 37.74654)
7127,POINT (-122.415706 37.707136)
7948,POINT (-122.39605 37.78999)
3489,POINT (-122.48456 37.776419)
7363,POINT (-122.388047 37.755263)
3532,POINT (-122.487545 37.742646)
3521,POINT (-122.431636 37.748174)
5667,POINT (-122.434979 37.763022)
3250,POINT (-122.47017 37.74317)
5396,POINT (-122.41587 37.78061)
4159,POINT (-122.41211 37.73957)
4786,POINT (-122.393595 37.721413)
4116,POINT (-122.417589 37.80549)
4332,POINT (-122.434053 37.751886)
4321,POINT (-122.434625 37.756098)
3123,POINT (-122.38815 37.74244)
4590,POINT (-122.42211 37.72543)
3602,POINT (-122.50444 37.738142)
7010,POINT (-122.39919 37.71159)
3512,POINT (-122.39831 37.75224)
7281,POINT (-122.403233 37.805146)
6424,POINT (-122.401065 37.735273)
3800,POINT (-122.47879 37.72587)
3901,POINT (-122.412321 37.791712)
4127,POINT (-122.39733 37.76115)
5596,POINT (-122.423963 37.737448)
6426,POINT (-122.450094 37.751218)
3552,POINT (-122.493077 37.777692)
5385,POINT (-122.44185 37.77731)
3235,POINT (-122.4113 37.769807)
7911,POINT (-122.407407 37.763132)
6187,POINT (-122.40299 37.76749)
5069,POINT (-122.419162 37.800173)
7448,POINT (-122.475098 37.727258)
4869,POINT (-122.414875 37.787313)
6098,POINT (-122.446197 37.784535)
3360,POINT (-122.47704 37.76343)
5742,POINT (-122.483014 37.753881)
3327,POINT (-122.44354 37.760355)
5323,POINT (-122.494708 37.764754)
6629,POINT (-122.489801 37.742402)
6607,POINT (-122.438078 37.78552)
5353,POINT (-122.411257 37.718957)
6386,POINT (-122.41136 37.71049)
4970,POINT (-122.404362 37.777148)
4603,POINT (-122.43668 37.802585)
3999,POINT (-122.426585 37.743587)
3915,POINT (-122.452928 37.765371)
6428,POINT (-122.450335 37.749942)
7839,POINT (-122.458806 37.781867)
3866,POINT (-122.405935 37.792379)
6071,POINT (-122.408505 37.788392)
3496,POINT (-122.484712 37.781951)
7857,POINT (-122.427955 37.801914)
4780,POINT (-122.510456 37.76737)
5992,POINT (-122.4237 37.805018)
4548,POINT (-122.396541 37.748261)
7788,POINT (-122.481234 37.720734)
3931,POINT (-122.41398 37.74834)
7057,POINT (-122.413938 37.71621)
6436,POINT (-122.475272 37.734494)
6453,POINT (-122.505734 37.735641)
5131,POINT (-122.500028 37.718996)
3031,POINT (-122.409161 37.806094)
6752,POINT (-122.44199 37.796321)
5745,POINT (-122.485993 37.753898)
7103,POINT (-122.46678 37.72722)
6123,POINT (-122.45238 37.74533)
5774,POINT (-122.403341 37.741885)
5595,POINT (-122.44475 37.71251)
5084,POINT (-122.4173 37.79017)
6118,POINT (-122.457517 37.740885)
6584,POINT (-122.407 37.70935)
5813,POINT (-122.4177 37.785138)
4952,POINT (-122.43076 37.77214)
6580,POINT (-122.41521 37.71163)
8088,POINT (-122.41924 37.7751)
7538,POINT (-122.464834 37.775379)
4389,POINT (-122.433953 37.734469)
6486,POINT (-122.43561 37.78884)
7227,POINT (-122.394917 37.794454)
3259,POINT (-122.43356 37.7674)
3038,POINT (-122.46817 37.777101)
4198,POINT (-122.424457 37.735423)
5915,POINT (-122.428963 37.719702)
6120,POINT (-122.46368 37.73993)
3858,POINT (-122.44087 37.788087)
7778,POINT (-122.446222 37.721238)
4727,POINT (-122.393438 37.793918)
6004,POINT (-122.42247 37.79893)
7358,POINT (-122.389683 37.772984)
3072,POINT (-122.444798 37.801541)
4445,POINT (-122.39635 37.79398)
4076,POINT (-122.445866 37.758668)
6990,POINT (-122.458719 37.732623)
3641,POINT (-122.46711 37.71166)
3689,POINT (-122.471739 37.719728)
3561,POINT (-122.495372 37.764557)
4153,POINT (-122.41366 37.739)
6927,POINT (-122.410038 37.794629)
6946,POINT (-122.400252 37.716615)
7841,POINT (-122.419401 37.746245)
3606,POINT (-122.505366 37.736018)
6056,POINT (-122.41166 37.80477)
6709,POINT (-122.45818 37.77715)
7719,POINT (-122.379516 37.737074)
3612,POINT (-122.40821 37.784011)
6711,POINT (-122.442151 37.779163)
5289,POINT (-122.38479 37.73298)
7249,POINT (-122.455923 37.72014)
3283,POINT (-122.428523 37.764579)
3054,POINT (-122.487769 37.776088)
7028,POINT (-122.445108 37.798668)
4848,POINT (-122.416545 37.778901)
5329,POINT (-122.50957 37.763926)
5314,POINT (-122.483993 37.765221)
5558,POINT (-122.41909 37.75817)
7004,POINT (-122.374986 37.823245)
4516,POINT (-122.401029 37.80296)
5864,POINT (-122.390859 37.73385)
7320,POINT (-122.395243 37.723127)
3188,POINT (-122.463741 37.756597)
3511,POINT (-122.40668 37.751407)
6787,POINT (-122.42415 37.798469)
4275,POINT (-122.491714 37.779629)
4309,POINT (-122.43557 37.76583)
5575,POINT (-122.44264 37.71448)
4707,POINT (-122.475758 37.716782)
5672,POINT (-122.421768 37.773269)
5894,POINT (-122.451298 37.764602)
4576,POINT (-122.39476 37.71088)
6755,POINT (-122.435328 37.797043)
4015,POINT (-122.397473 37.79532)
4277,POINT (-122.493112 37.779735)
3881,POINT (-122.410957 37.791747)
5887,POINT (-122.458746 37.763308)
6591,POINT (-122.433151 37.786158)
4165,POINT (-122.445075 37.759908)
5340,POINT (-122.409058 37.719376)
3661,POINT (-122.446278 37.767154)
6599,POINT (-122.428706 37.786724)
5645,POINT (-122.408141 37.783886)
6145,POINT (-122.48157 37.74836)
7790,POINT (-122.478691 37.718477)
7208,POINT (-122.50493 37.735394)
5899,POINT (-122.400591 37.723647)
5746,POINT (-122.48731 37.753692)
5325,POINT (-122.457956 37.765984)
6671,POINT (-122.448009 37.73985)
4726,POINT (-122.393449 37.794052)
5793,POINT (-122.46139 37.724955)
4385,POINT (-122.43599 37.747068)
6576,POINT (-122.40851 37.70986)
5202,POINT (-122.481164 37.761547)
6760,POINT (-122.418956 37.799271)
6365,POINT (-122.40563 37.73223)
6835,POINT (-122.487131 37.738765)
6770,POINT (-122.430456 37.797792)
7044,POINT (-122.408536 37.7099)
6113,POINT (-122.455261 37.743098)
4106,POINT (-122.416167 37.804517)
5653,POINT (-122.4314 37.76569)
4247,POINT (-122.463642 37.719791)
3402,POINT (-122.47468 37.72719)
4552,POINT (-122.379252 37.737672)
4437,POINT (-122.403152 37.76976)
6355,POINT (-122.40367 37.72797)
4328,POINT (-122.43404 37.74981)
7392,POINT (-122.390893 37.73435)
6189,POINT (-122.40266 37.76644)
5519,POINT (-122.460804 37.735505)
8051,POINT (-122.370807 37.728191)
6323,POINT (-122.45913 37.71129)
4962,POINT (-122.452845 37.769331)
3887,POINT (-122.472764 37.784365)
3601,POINT (-122.504407 37.739829)
7236,POINT (-122.476033 37.716711)
5017,POINT (-122.429929 37.770307)
6014,POINT (-122.46344 37.7401)
5404,POINT (-122.42071 37.78009)
5213,POINT (-122.502574 37.760598)
4265,POINT (-122.479599 37.780355)
4146,POINT (-122.41872 37.73931)
5152,POINT (-122.414842 37.795041)
7526,POINT (-122.39277 37.752463)
3852,POINT (-122.456835 37.786042)
4169,POINT (-122.443414 37.752083)
3021,POINT (-122.40766 37.72654)
3482,POINT (-122.429768 37.751511)
4574,POINT (-122.43219 37.72552)
4513,POINT (-122.393552 37.79489)
3531,POINT (-122.48756 37.74427)
4853,POINT (-122.463879 37.758471)
5464,POINT (-122.42189 37.80559)
5977,POINT (-122.45608 37.71155)
5673,POINT (-122.421991 37.772875)
3781,POINT (-122.400071 37.713546)
7025,POINT (-122.444823 37.76735)
8099,POINT (-122.423096 37.793963)
7859,POINT (-122.429122 37.769463)
4655,POINT (-122.394326 37.787316)
5031,POINT (-122.44089 37.75401)
5688,POINT (-122.407544 37.784474)
5114,POINT (-122.38677 37.72611)
4991,POINT (-122.437945 37.775005)
3608,POINT (-122.509411 37.779023)
3368,POINT (-122.476633 37.758076)
5434,POINT (-122.451239 37.731472)
8013,POINT (-122.401623 37.740966)
5599,POINT (-122.439259 37.71865)
7213,POINT (-122.41017 37.739711)
3447,POINT (-122.48086 37.75414)
6842,POINT (-122.39027 37.72789)
5794,POINT (-122.453999 37.723459)
6419,POINT (-122.398624 37.736316)
6058,POINT (-122.408128 37.787267)
3921,POINT (-122.38695 37.73585)
4824,POINT (-122.405267 37.797331)
3455,POINT (-122.40391 37.75448)
5881,POINT (-122.396367 37.737163)
3686,POINT (-122.4047 37.72732)
3645,POINT (-122.45907 37.783071)
6302,POINT (-122.40482 37.79362)
3987,POINT (-122.428416 37.761467)
6998,POINT (-122.429321 37.767327)
3643,POINT (-122.459093 37.785596)
5625,POINT (-122.42971 37.73045)
5944,POINT (-122.402542 37.791941)
5280,POINT (-122.431326 37.800505)
6218,POINT (-122.42775 37.754607)
5958,POINT (-122.456015 37.719881)
4946,POINT (-122.448731 37.769839)
5370,POINT (-122.41202 37.798199)
4415,POINT (-122.438942 37.780591)
5737,POINT (-122.43104 37.7433)
3408,POINT (-122.475945 37.726874)
6904,POINT (-122.46698 37.73984)
4352,POINT (-122.401243 37.76221)
3717,POINT (-122.462331 37.713178)
7128,POINT (-122.40572 37.7166)
4864,POINT (-122.41604 37.79295)
8091,POINT (-122.421368 37.785647)
3323,POINT (-122.428138 37.761245)
6037,POINT (-122.4067 37.75506)
7854,POINT (-122.458955 37.781313)
4335,POINT (-122.451377 37.748898)
6945,POINT (-122.40718 37.71782)
3873,POINT (-122.41889 37.790866)
4865,POINT (-122.4147 37.78643)
6705,POINT (-122.39592 37.73201)
4004,POINT (-122.426654 37.742811)
4993,POINT (-122.431561 37.775838)
3803,POINT (-122.47913 37.72803)
6753,POINT (-122.442184 37.79617)
6563,POINT (-122.493784 37.734854)
7551,POINT (-122.418082 37.7481)
8067,POINT (-122.442452 37.748291)
5328,POINT (-122.509296 37.764148)
7400,POINT (-122.397468 37.718809)
3053,POINT (-122.487551 37.776222)
4388,POINT (-122.433839 37.73446)
5468,POINT (-122.423987 37.805313)
5623,POINT (-122.39435 37.79239)
3565,POINT (-122.49747 37.74596)
4234,POINT (-122.45238 37.77499)
5199,POINT (-122.476921 37.761743)
4882,POINT (-122.45007 37.721978)
3115,POINT (-122.3943 37.72567)
7290,POINT (-122.433893 37.748201)
4826,POINT (-122.403724 37.789746)
7766,POINT (-122.391037 37.770513)
5573,POINT (-122.428 37.73217)
4737,POINT (-122.46761 37.77325)
6961,POINT (-122.398556 37.752287)
5371,POINT (-122.412192 37.798243)
5293,POINT (-122.451849 37.799382)
7635,POINT (-122.413587 37.780889)
4840,POINT (-122.48434 37.72606)
5544,POINT (-122.416283 37.774912)
6877,POINT (-122.42074 37.75186)
4876,POINT (-122.45709 37.74537)
6550,POINT (-122.494576 37.746302)
8054,POINT (-122.382913 37.730428)
6526,POINT (-122.408118 37.794707)
7381,POINT (-122.388761 37.764427)
7938,POINT (-122.388125 37.739905)
390,POINT (-122.475153 37.72119)
4319,POINT (-122.434636 37.757632)
3900,POINT (-122.407529 37.792184)
5075,POINT (-122.418956 37.798343)
6297,POINT (-122.42407 37.79118)
3575,POINT (-122.505971 37.762206)
3183,POINT (-122.463745 37.773809)
6969,POINT (-122.39285 37.72925)
4167,POINT (-122.443013 37.754118)
7449,POINT (-122.474846 37.727195)
3064,POINT (-122.500617 37.775503)
4411,POINT (-122.442964 37.800087)
3742,POINT (-122.40942 37.75621)
6979,POINT (-122.40864 37.72362)
3551,POINT (-122.493249 37.777861)
5674,POINT (-122.40516 37.78639)
6637,POINT (-122.502606 37.741804)
4583,POINT (-122.41874 37.7264)
4660,POINT (-122.405324 37.778629)
6170,POINT (-122.469423 37.748985)
8089,POINT (-122.420224 37.780035)
6541,POINT (-122.493874 37.731709)
4960,POINT (-122.434038 37.771721)
4295,POINT (-122.43305 37.784391)
6066,POINT (-122.412176 37.806497)
4803,POINT (-122.446738 37.720801)
4546,POINT (-122.472442 37.730988)
6310,POINT (-122.4276 37.79061)
5990,POINT (-122.42303 37.80167)
6879,POINT (-122.42059 37.75028)
6564,POINT (-122.494059 37.734783)
7164,POINT (-122.446554 37.720631)
4947,POINT (-122.448433 37.769777)
3767,POINT (-122.42616 37.72052)
3537,POINT (-122.424026 37.742304)
5510,POINT (-122.384679 37.741056)
4409,POINT (-122.440385 37.788184)
5890,POINT (-122.449854 37.764789)
5201,POINT (-122.479855 37.761534)
3598,POINT (-122.504706 37.741854)
5678,POINT (-122.40337 37.78773)
6776,POINT (-122.404508 37.800962)
3219,POINT (-122.465827 37.758364)
3604,POINT (-122.504141 37.736108)
3750,POINT (-122.40891 37.74969)
5795,POINT (-122.454423 37.723397)
4493,POINT (-122.410135 37.784172)
6935,POINT (-122.455593 37.746283)
5593,POINT (-122.440782 37.716642)
5908,POINT (-122.422504 37.717782)
5822,POINT (-122.454391 37.751343)
8032,POINT (-122.462987 37.764244)
5004,POINT (-122.434177 37.775413)
6016,POINT (-122.41772 37.78705)
4620,POINT (-122.430347 37.772033)
5355,POINT (-122.411825 37.797208)
4625,POINT (-122.437207 37.805609)
3559,POINT (-122.493215 37.779548)
4236,POINT (-122.454737 37.774773)
6789,POINT (-122.41339 37.72499)
7865,POINT (-122.392805 37.766722)
5451,POINT (-122.450884 37.7382)
3429,POINT (-122.480372 37.765186)
4448,POINT (-122.4294 37.769409)
7403,POINT (-122.389688 37.737641)
